# NOAA Paleoclimatology Program - Paleocean Site Data
# md2-2575-tab.txt
# Complete Data
# File Created: 16-Jul-2009
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Dirk Nuernberg
# Core/Site:      MD02-2575
# Latitude:       29.00.06N	( 29.00167)
# Longitude:      87.07.08W	( -87.11889)
# Water Depth(m): 847
#
# Publications:
#   Nuernberg, D., M. Ziegler, C. Karas, R. Tiedemann, and M. Schmidt. 2008. Interacting
#     Loop Current variability and Mississippi River discharge over the past 400 kyr.
#     Earth and Planetary Science Letters, 272(1-2), 278-289.
#------------------
#
# Description & Notes:
#   DeSoto Canyon MD02-2575 400KYr Oxygen Isotope and Geochemical Data
#   
#
# Variables:
#             depth         Depth (cm)
#             calyrBP       calendar years B.P. (B.P. = 1950)
#             susc          Magnetic Susceptibility
#             carb-coar%    Coarse Calcium Carbonate percent
#             d18Og.rub-w   delta O18 PDB (Globigerinoides ruber (white))
#             d18Ou.pereg   delta O18 PDB (Uvigerina peregrina)
#             Mg/Ca-g.rub-w Magnesium/Calcium ratio (Globigerinoides ruber, white) (mmol/mol)
#             sst-mg/ca     Sea surface temperature from Mg/Ca (C)
#             d18Og.crass   delta O18 PDB (Globorotalia crassaformis)
#
# CORE: MD02-2575
depth	calyrBP 	susc	carb-coar%	d18Og.rub-w	d18Ou.pereg	Mg/Ca-g.rub-w	sst-mg/ca	d18Og.crass	
2056	225489	11	-999	-999	-999	-999	-999	-999	
2058	225726	11	-999	-999	-999	-999	-999	-999	
2060	225963	12	20.206	-0.733	3.573	3.77	25.5	-999	
2062	226200	12	-999	-999	-999	-999	-999	-999	
2064	226437	11	-999	-999	-999	-999	-999	-999	
2065	226556	-999	-999	-0.972	4.09	4.039	26.26	-999	
2066	226674	12	-999	-999	-999	-999	-999	-999	
2068	226911	11	-999	-999	-999	-999	-999	-999	
2070	227148	11	24.631	-0.428	4.132	4.068	26.34	-999	
2072	227385	12	-999	-999	-999	-999	-999	-999	
2074	227622	11	-999	-999	-999	-999	-999	-999	
2075	227741	-999	-999	-0.755	-999	3.943	25.99	-999	
2076	227859	12	-999	-999	-999	-999	-999	-999	
2078	228096	12	-999	-999	-999	-999	-999	-999	
2080	228333	11	22.056	-0.488	4.151	4.389	27.19	-999	
2082	228570	11	-999	-999	-999	-999	-999	-999	
2084	228807	12	-999	-999	-999	-999	-999	-999	
2085	228926	-999	-999	-0.687	4.064	3.841	25.7	-999	
2086	229044	10	-999	-999	-999	-999	-999	-999	
2088	229281	8	-999	-999	-999	-999	-999	-999	
2090	229519	6	16.745	-0.319	4.2	4.202	26.7	-999	
2092	229756	9	-999	-999	-999	-999	-999	-999	
2094	229993	12	-999	-999	-999	-999	-999	-999	
2095	230111	-999	-999	-0.735	4.088	3.435	24.46	-999	
2096	230230	10	-999	-999	-999	-999	-999	-999	
2098	230467	13	17.867	-0.17	4.006	3.663	25.18	-999	
2100	230704	12	-999	-999	-999	-999	-999	-999	
2102	230941	11	-999	-0.784	3.976	3.797	25.58	-999	
2104	231178	10	-999	-999	-999	-999	-999	-999	
2105	231296	-999	22.242	-0.918	4.072	3.874	25.8	-999	
2106	231415	10	-999	-999	-999	-999	-999	-999	
2108	231652	12	-999	-999	-999	-999	-999	-999	
2110	231889	12	-999	-0.735	3.944	5.56	29.81	-999	
2112	232126	10	-999	-999	-999	-999	-999	-999	
2114	232363	9	-999	-999	-999	-999	-999	-999	
2115	232481	-999	19.41	-0.362	3.846	3.787	25.55	-999	
2116	232600	8	-999	-999	-999	-999	-999	-999	
2118	232837	8	-999	-999	-999	-999	-999	-999	
2120	233074	7	-999	-0.702	3.931	3.772	25.5	-999	
2122	233311	9	-999	-999	-999	-999	-999	-999	
2124	233548	7	-999	-999	-999	-999	-999	-999	
2125	233667	-999	25.89	-0.707	3.866	4.153	26.57	-999	
2126	233785	8	-999	-999	-999	-999	-999	-999	
2128	234022	7	-999	-999	-999	-999	-999	-999	
2130	234259	5	-999	-0.866	3.588	4.236	26.79	-999	
2132	234496	7	-999	-999	-999	-999	-999	-999	
2134	234733	7	-999	-999	-999	-999	-999	-999	
2135	234852	-999	28.903	-0.859	4.002	4.011	26.18	-999	
2136	234970	8	-999	-999	-999	-999	-999	-999	
2138	235207	9	-999	-999	-999	-999	-999	-999	
2140	235444	8	-999	-0.807	3.933	4.222	26.75	-999	
2142	235681	8	-999	-999	-999	-999	-999	-999	
2144	235919	8	-999	-999	-999	-999	-999	-999	
2145	236037	-999	28.468	-1.264	3.777	4.479	27.41	-999	
2146	236156	9	-999	-999	-999	-999	-999	-999	
2148	236393	10	-999	-999	-999	-999	-999	-999	
2150	236630	10	-999	-1.194	3.822	4.428	27.28	-999	
2152	236867	10	-999	-999	-999	-999	-999	-999	
2154	237104	9	-999	-999	-999	-999	-999	-999	
2155	237222	-999	25.985	-1.603	3.139	4.516	27.5	-999	
2156	237341	9	-999	-999	-999	-999	-999	-999	
2158	237578	12	-999	-999	-999	-999	-999	-999	
2160	237815	10	-999	-1.099	2.7	5.08	28.81	-999	
2162	238052	10	-999	-999	-999	-999	-999	-999	
2164	238289	11	-999	-999	-999	-999	-999	-999	
2165	238407	-999	18.657	-1.812	3.004	5.81	30.3	-999	
2166	238526	8	-999	-999	-999	-999	-999	-999	
2168	238763	11	-999	-999	-999	-999	-999	-999	
2170	239000	10	-999	-1.431	2.894	5.65	29.99	-999	
2172	239236	11	-999	-999	-999	-999	-999	-999	
2174	239473	11	-999	-999	-999	-999	-999	-999	
2175	239591	-999	19.85	-1.116	3.022	4.902	28.41	-999	
2176	239709	12	-999	-999	-999	-999	-999	-999	
2178	239945	12	-999	-999	-999	-999	-999	-999	
2180	240182	12	-999	-0.074	3.232	4.248	26.82	-999	
2182	240418	12	-999	-999	-999	-999	-999	-999	
2184	240655	12	-999	-999	-999	-999	-999	-999	
2185	240773	-999	22.807	-0.433	3.159	4.21	26.72	-999	
2186	240891	12	-999	-999	-999	-999	-999	-999	
2188	241127	11	-999	-999	-999	-999	-999	-999	
2190	241364	14	-999	-0.414	2.948	4.052	26.3	-999	
2192	241600	15	-999	-999	-999	-999	-999	-999	
2194	241836	16	-999	-999	-999	-999	-999	-999	
2195	241955	-999	18.594	-0.418	3.383	3.823	25.65	-999	
2196	242073	17	-999	-999	-999	-999	-999	-999	
2198	242309	18	-999	-999	-999	-999	-999	-999	
2200	242545	17	-999	-0.124	3.199	4.159	26.59	-999	
2202	242782	17	-999	-999	-999	-999	-999	-999	
2204	243018	18	-999	-999	-999	-999	-999	-999	
2205	243136	-999	16.549	-0.524	3.286	3.899	25.87	-999	
2206	243255	18	-999	-999	-999	-999	-999	-999	
2208	243491	19	-999	-999	-999	-999	-999	-999	
2210	243727	19	-999	-0.383	3.208	3.888	25.84	-999	
2212	243964	19	-999	-999	-999	-999	-999	-999	
2214	244200	23	-999	-999	-999	-999	-999	-999	
2215	244318	-999	12.738	-0.981	3.49	4.073	26.36	-999	
2216	244436	23	-999	-999	-999	-999	-999	-999	
2218	244673	24	-999	-999	-999	-999	-999	-999	
2220	244909	24	-999	-0.591	-999	5.97	30.6	-999	
2222	245145	23	-999	-999	-999	-999	-999	-999	
2224	245382	25	-999	-999	-999	-999	-999	-999	
2225	245500	-999	4.52	-0.168	-999	5.3	29.28	-999	
2226	245618	35	-999	-999	-999	-999	-999	-999	
2228	245855	28	-999	-999	-999	-999	-999	-999	
2230	246091	24	-999	0.08	-999	4.419	27.26	-999	
2232	246327	30	-999	-999	-999	-999	-999	-999	
2234	246564	27	-999	-999	-999	-999	-999	-999	
2235	246682	-999	4.109	-0.782	3.77	3.694	25.27	-999	
2236	246800	30	-999	-999	-999	-999	-999	-999	
2238	247036	26	-999	-999	-999	-999	-999	-999	
2240	247273	27	-999	-0.922	-999	-999	-999	-999	
2242	247509	28	-999	-999	-999	-999	-999	-999	
2244	247745	22	-999	-999	-999	-999	-999	-999	
2245	247864	-999	5.118	-0.762	-999	-999	-999	-999	
2246	247982	23	-999	-999	-999	-999	-999	-999	
2248	248218	15	-999	-0.638	-999	-999	-999	-999	
2250	248455	23	-999	-999	-999	-999	-999	-999	
2252	248691	24	3.427	-0.917	-999	-999	-999	-999	
2254	248927	26	-999	-999	-999	-999	-999	-999	
2255	249045	-999	-999	-0.556	-999	-999	-999	-999	
2256	249164	30	-999	-999	-999	-999	-999	-999	
2258	249400	32	-999	-999	-999	-999	-999	-999	
2260	249636	35	2.982	-0.236	-999	-999	-999	-999	
2262	249873	30	-999	-999	-999	-999	-999	-999	
2264	250109	30	-999	-999	-999	-999	-999	-999	
2265	250227	-999	-999	0.131	-999	-999	-999	-999	
2266	250345	32	-999	-999	-999	-999	-999	-999	
2268	250582	33	-999	-999	-999	-999	-999	-999	
2270	250818	31	2.243	-0.091	-999	-999	-999	-999	
2272	251055	35	-999	-999	-999	-999	-999	-999	
2274	251291	34	-999	-999	-999	-999	-999	-999	
2275	251409	-999	-999	0.265	-999	-999	-999	-999	
2276	251527	34	-999	-999	-999	-999	-999	-999	
2278	251764	32	-999	-999	-999	-999	-999	-999	
2280	252000	36	0.743	-0.885	4.242	3.73	25.38	-999	
2282	252138	36	-999	-999	-999	-999	-999	-999	
2284	252277	34	-999	-999	-999	-999	-999	-999	
2285	252346	-999	2.253	-1.339	4.116	3.84	25.7	-999	
2286	252415	34	-999	-999	-999	-999	-999	-999	
2288	252553	32	-999	-999	-999	-999	-999	-999	
2290	252691	37	3.751	-1.159	3.938	3.847	25.72	-999	
2292	252830	35	-999	-999	-999	-999	-999	-999	
2294	252968	46	-999	-999	-999	-999	-999	-999	
2295	253037	-999	-999	-1.355	3.914	4.442	27.32	-999	
2296	253106	40	-999	-999	-999	-999	-999	-999	
2298	253244	40	-999	-999	-999	-999	-999	-999	
2300	253383	43	-999	-1.214	3.838	4.214	26.73	-999	
2302	253521	43	-999	-999	-999	-999	-999	-999	
2304	253659	39	-999	-999	-999	-999	-999	-999	
2305	253728	-999	1.978	-1.197	3.884	4.398	27.21	-999	
2306	253798	42	-999	-999	-999	-999	-999	-999	
2308	253936	41	-999	-999	-999	-999	-999	-999	
2310	254074	47	-999	-1.116	3.911	4.414	27.25	-999	
2312	254212	45	-999	-999	-999	-999	-999	-999	
2314	254351	45	-999	-999	-999	-999	-999	-999	
2315	254420	-999	0.527	-1.174	3.913	4.516	27.5	-999	
2316	254489	35	-999	-999	-999	-999	-999	-999	
2318	254627	35	-999	-999	-999	-999	-999	-999	
2320	254765	45	3.794	-0.847	3.94	4.26	26.85	-999	
2322	254904	33	-999	-999	-999	-999	-999	-999	
2324	255042	41	-999	-999	-999	-999	-999	-999	
2325	255111	-999	-999	-0.953	-999	4.222	26.75	-999	
2326	255180	39	-999	-999	-999	-999	-999	-999	
2328	255319	27	-999	-999	-999	-999	-999	-999	
2330	255457	25	1.301	-1.063	-999	4.836	28.26	-999	
2332	255595	27	-999	-999	-999	-999	-999	-999	
2334	255733	25	-999	-999	-999	-999	-999	-999	
2335	255802	-999	-999	-0.51	3.918	4.89	28.39	-999	
2336	255872	26	-999	-999	-999	-999	-999	-999	
2338	256010	26	-999	-999	-999	-999	-999	-999	
2340	256148	27	6.983	-1.013	4.034	4.821	28.23	-999	
2342	256286	28	-999	-999	-999	-999	-999	-999	
2344	256425	29	-999	-999	-999	-999	-999	-999	
2345	256494	-999	-999	-1.269	3.606	5.11	28.88	-999	
2346	256563	28	-999	-999	-999	-999	-999	-999	
2348	256701	27	-999	-999	-999	-999	-999	-999	
2350	256840	25	10.447	-0.917	3.498	4.329	27.03	-999	
2352	256978	24	-999	-999	-999	-999	-999	-999	
2354	257116	26	-999	-999	-999	-999	-999	-999	
2355	257185	-999	-999	-1.19	3.951	4.704	27.96	-999	
2356	257254	27	-999	-999	-999	-999	-999	-999	
2358	257393	28	-999	-999	-999	-999	-999	-999	
2360	257531	26	-999	-0.75	3.811	5.31	29.3	-999	
2362	257669	28	-999	-999	-999	-999	-999	-999	
2364	257807	31	-999	-999	-999	-999	-999	-999	
2365	257877	-999	7.501	-0.592	3.931	3.879	25.81	-999	
2366	257946	32	-999	-999	-999	-999	-999	-999	
2368	258084	30	-999	-999	-999	-999	-999	-999	
2370	258222	31	8.606	-0.51	3.978	4.291	26.93	-999	
2372	258360	37	-999	-999	-999	-999	-999	-999	
2374	258499	29	-999	-999	-999	-999	-999	-999	
2375	258568	-999	-999	-0.836	4.03	4.318	27	-999	
2376	258637	36	-999	-999	-999	-999	-999	-999	
2378	258775	34	-999	-999	-999	-999	-999	-999	
2380	258914	27	5.739	-0.559	3.846	4.567	27.63	-999	
2382	259052	29	-999	-999	-999	-999	-999	-999	
2384	259190	29	-999	-999	-999	-999	-999	-999	
2385	259259	-999	-999	-0.46	3.93	3.968	26.06	-999	
2386	259328	37	-999	-999	-999	-999	-999	-999	
2388	259467	29	-999	-999	-999	-999	-999	-999	
2390	259605	25	8.959	-0.348	3.89	3.621	25.05	-999	
2392	259743	17	-999	-999	-999	-999	-999	-999	
2394	259881	20	-999	-999	-999	-999	-999	-999	
2395	259951	-999	-999	-0.549	3.887	3.717	25.34	-999	
2396	260020	14	-999	-999	-999	-999	-999	-999	
2398	260158	16	22.444	-0.787	3.933	3.652	25.14	-999	
2400	260296	17	-999	-999	-999	-999	-999	-999	
2402	260435	14	-999	-0.245	3.848	4.028	26.23	-999	
2404	260573	15	-999	-999	-999	-999	-999	-999	
2405	260642	-999	24.057	-0.631	3.86	3.7	25.29	-999	
2406	260711	16	-999	-999	-999	-999	-999	-999	
2408	260849	14	-999	-999	-999	-999	-999	-999	
2410	260988	16	-999	-0.839	3.8	4.069	26.34	-999	
2412	261126	16	-999	-999	-999	-999	-999	-999	
2414	261264	14	-999	-999	-999	-999	-999	-999	
2415	261333	-999	26.7	-0.412	3.569	4.098	26.42	-999	
2416	261402	16	-999	-999	-999	-999	-999	-999	
2418	261541	16	-999	-999	-999	-999	-999	-999	
2420	261679	17	-999	-0.226	3.86	3.953	26.02	-999	
2422	261817	19	-999	-999	-999	-999	-999	-999	
2424	261956	16	-999	-999	-999	-999	-999	-999	
2425	262025	-999	-999	-0.336	3.626	3.994	26.14	-999	
2426	262094	17	-999	-999	-999	-999	-999	-999	
2428	262232	19	-999	-999	-999	-999	-999	-999	
2430	262370	23	-999	-0.42	3.804	3.599	24.98	-999	
2432	262509	21	-999	-999	-999	-999	-999	-999	
2434	262647	25	-999	-999	-999	-999	-999	-999	
2435	262716	-999	15.995	-0.277	3.855	3.739	25.4	-999	
2436	262785	21	-999	-999	-999	-999	-999	-999	
2438	262923	25	-999	-999	-999	-999	-999	-999	
2440	263062	23	-999	-0.437	3.852	3.909	25.9	-999	
2442	263200	22	-999	-999	-999	-999	-999	-999	
2444	263338	17	-999	-999	-999	-999	-999	-999	
2445	263407	-999	17.708	-0.774	3.722	3.937	25.98	-999	
2446	263477	15	-999	-999	-999	-999	-999	-999	
2448	263615	16	-999	-999	-999	-999	-999	-999	
2450	263753	15	-999	-0.509	3.714	4.481	27.42	-999	
2452	263891	15	-999	-999	-999	-999	-999	-999	
2454	264030	15	-999	-999	-999	-999	-999	-999	
2455	264099	-999	21.785	-0.495	3.961	3.653	25.15	-999	
2456	264168	14	-999	-999	-999	-999	-999	-999	
2458	264306	14	-999	-999	-999	-999	-999	-999	
2460	264444	17	-999	-0.548	3.914	3.696	25.28	-999	
2462	264583	17	-999	-999	-999	-999	-999	-999	
2464	264721	22	-999	-999	-999	-999	-999	-999	
2465	264790	-999	17.631	-1.392	3.999	3.838	25.69	-999	
2466	264859	22	-999	-999	-999	-999	-999	-999	
2468	264998	24	-999	-999	-999	-999	-999	-999	
2470	265136	24	-999	-1.084	3.758	4.235	26.79	-999	
2472	265274	23	-999	-999	-999	-999	-999	-999	
2474	265412	25	-999	-999	-999	-999	-999	-999	
2475	265481	-999	11.193	-0.633	3.671	4.228	26.77	-999	
2476	265551	25	-999	-999	-999	-999	-999	-999	
2478	265689	25	-999	-999	-999	-999	-999	-999	
2480	265827	27	-999	-0.737	3.684	4.369	27.13	-999	
2482	265965	32	-999	-999	-999	-999	-999	-999	
2484	266104	33	-999	-999	-999	-999	-999	-999	
2485	266173	-999	9.901	-0.881	3.511	3.812	25.62	-999	
2486	266242	29	-999	-999	-999	-999	-999	-999	
2488	266380	30	-999	-999	-999	-999	-999	-999	
2490	266519	27	-999	-0.374	3.312	3.776	25.51	-999	
2492	266657	27	-999	-999	-999	-999	-999	-999	
2494	266795	24	-999	-999	-999	-999	-999	-999	
2495	266864	-999	11.482	-0.775	3.43	4.004	26.17	-999	
2496	266933	24	-999	-999	-999	-999	-999	-999	
2498	267072	24	-999	-999	-999	-999	-999	-999	
2500	267210	26	-999	-0.707	3.418	3.601	24.99	-999	
2502	267348	24	-999	-999	-999	-999	-999	-999	
2504	267486	22	-999	-999	-999	-999	-999	-999	
2505	267556	-999	9.94	-0.667	3.561	3.598	24.98	-999	
2506	267625	24	-999	-999	-999	-999	-999	-999	
2508	267763	25	-999	-999	-999	-999	-999	-999	
2510	267901	30	-999	-0.276	3.549	3.763	25.48	-999	
2512	268040	32	-999	-999	-999	-999	-999	-999	
2514	268178	32	-999	-999	-999	-999	-999	-999	
2515	268247	-999	8.744	-0.782	3.738	3.352	24.19	-999	
2516	268316	25	-999	-999	-999	-999	-999	-999	
2518	268454	26	-999	-999	-999	-999	-999	-999	
2520	268593	22	-999	-0.637	3.725	3.269	23.91	-999	
2522	268731	22	-999	-999	-999	-999	-999	-999	
2524	268869	24	-999	-999	-999	-999	-999	-999	
2525	268938	-999	9.842	-0.957	3.594	3.46	24.54	-999	
2526	269007	27	-999	-999	-999	-999	-999	-999	
2530	269284	30	-999	-0.23	3.712	3.556	24.85	-999	
2532	269422	26	-999	-999	-999	-999	-999	-999	
2534	269560	25	-999	-999	-999	-999	-999	-999	
2535	269630	-999	7.186	-0.492	3.756	3.636	25.09	-999	
2536	269699	22	-999	-999	-999	-999	-999	-999	
2538	269837	19	-999	-999	-999	-999	-999	-999	
2540	269975	18	-999	-0.266	3.89	3.562	24.87	-999	
2542	270114	21	-999	-999	-999	-999	-999	-999	
2544	270252	19	-999	-999	-999	-999	-999	-999	
2545	270321	-999	8.224	-0.294	3.703	3.556	24.85	-999	
2546	270390	15	-999	-999	-999	-999	-999	-999	
2548	270528	14	-999	-0.693	3.769	3.504	24.68	-999	
2550	270667	15	-999	-999	-999	-999	-999	-999	
2552	270805	13	10.133	-0.715	3.627	-999	-999	-999	
2554	270943	13	-999	-999	-999	-999	-999	-999	
2555	271012	-999	-999	-0.436	3.835	3.429	24.44	-999	
2556	271081	18	-999	-999	-999	-999	-999	-999	
2558	271220	13	-999	-999	-999	-999	-999	-999	
2560	271358	16	12.238	-0.113	3.91	3.424	24.43	-999	
2562	271496	16	-999	-999	-999	-999	-999	-999	
2564	271635	18	-999	-999	-999	-999	-999	-999	
2565	271704	-999	-999	-0.679	3.844	3.77	25.5	-999	
2566	271773	22	-999	-999	-999	-999	-999	-999	
2568	271911	22	-999	-999	-999	-999	-999	-999	
2570	272049	23	5.133	-0.235	4.005	3.127	23.42	-999	
2572	272188	24	-999	-999	-999	-999	-999	-999	
2574	272326	29	-999	-999	-999	-999	-999	-999	
2575	272395	-999	-999	-0.076	4.15	3.414	24.39	-999	
2576	272464	24	-999	-999	-999	-999	-999	-999	
2578	272602	24	-999	-999	-999	-999	-999	-999	
2580	272741	25	2.269	-0.01	3.752	3.283	23.96	-999	
2582	272879	24	-999	-999	-999	-999	-999	-999	
2584	273017	28	-999	-999	-999	-999	-999	-999	
2585	273086	-999	-999	-0.235	3.956	3.453	24.52	-999	
2586	273156	27	-999	-999	-999	-999	-999	-999	
2588	273294	28	-999	-999	-999	-999	-999	-999	
2590	273432	29	1.11	-0.564	3.911	3.889	25.84	-999	
2592	273570	29	-999	-999	-999	-999	-999	-999	
2594	273709	28	-999	-999	-999	-999	-999	-999	
2595	273778	-999	-999	-1.19	3.861	3.99	26.13	-999	
2596	273847	30	-999	-999	-999	-999	-999	-999	
2598	273985	24	-999	-999	-999	-999	-999	-999	
2600	274123	21	20.771	-1.21	4.065	3.344	24.16	-999	
2602	274262	16	-999	-999	-999	-999	-999	-999	
2604	274400	16	-999	-999	-999	-999	-999	-999	
2605	274469	-999	-999	-0.377	3.966	3.509	24.7	-999	
2606	274538	16	-999	-999	-999	-999	-999	-999	
2608	274677	14	-999	-999	-999	-999	-999	-999	
2610	274815	14	8.287	-999	-999	3.126	23.41	-999	
2612	274953	15	-999	-999	-999	-999	-999	-999	
2614	275091	14	-999	-999	-999	-999	-999	-999	
2615	275160	-999	-999	-0.434	4.091	3.304	24.03	-999	
2616	275230	15	-999	-999	-999	-999	-999	-999	
2618	275368	15	-999	-999	-999	-999	-999	-999	
2620	275506	15	9.436	-0.398	3.915	3.239	23.81	-999	
2622	275644	16	-999	-999	-999	-999	-999	-999	
2624	275783	17	-999	-999	-999	-999	-999	-999	
2625	275852	-999	-999	-0.148	3.823	3.37	24.25	-999	
2626	275921	16	-999	-999	-999	-999	-999	-999	
2628	276059	17	-999	-999	-999	-999	-999	-999	
2630	276198	17	8.809	-0.505	4.133	3.399	24.35	-999	
2632	276336	16	-999	-999	-999	-999	-999	-999	
2634	276474	17	-999	-999	-999	-999	-999	-999	
2635	276543	-999	-999	-0.134	3.816	3.967	26.06	-999	
2636	276612	17	-999	-999	-999	-999	-999	-999	
2638	276751	18	-999	-999	-999	-999	-999	-999	
2640	276889	17	6.545	-0.191	3.723	3.454	24.52	-999	
2642	277027	16	-999	-999	-999	-999	-999	-999	
2644	277165	16	-999	-999	-999	-999	-999	-999	
2645	277235	-999	-999	-0.26	3.973	3.262	23.89	-999	
2646	277304	16	-999	-999	-999	-999	-999	-999	
2648	277442	16	-999	-999	-999	-999	-999	-999	
2650	277580	16	9.551	-0.823	3.772	3.256	23.87	-999	
2652	277719	14	-999	-999	-999	-999	-999	-999	
2654	277857	15	-999	-999	-999	-999	-999	-999	
2655	277926	-999	-999	-0.28	4.079	3.19	23.64	-999	
2656	277995	15	-999	-999	-999	-999	-999	-999	
2658	278133	15	-999	-999	-999	-999	-999	-999	
2660	278272	14	8.434	-0.847	4.184	3.24	23.81	-999	
2662	278410	13	-999	-999	-999	-999	-999	-999	
2664	278548	14	-999	-999	-999	-999	-999	-999	
2665	278617	-999	-999	-0.511	4.072	3.408	24.37	-999	
2666	278686	13	-999	-999	-999	-999	-999	-999	
2668	278825	13	-999	-999	-999	-999	-999	-999	
2670	278963	13	11.105	-0.712	4.236	3.396	24.34	-999	
2672	279101	13	-999	-999	-999	-999	-999	-999	
2674	279240	14	-999	-999	-999	-999	-999	-999	
2675	279309	-999	-999	-0.906	4.016	3.72	25.35	-999	
2676	279378	13	-999	-999	-999	-999	-999	-999	
2678	279516	13	-999	-999	-999	-999	-999	-999	
2680	279654	14	11.984	-0.354	3.664	3.562	24.87	-999	
2682	279793	14	-999	-999	-999	-999	-999	-999	
2684	279931	11	-999	-999	-999	-999	-999	-999	
2685	280000	-999	-999	-0.29	3.465	3.611	25.02	-999	
2686	280133	9	-999	-999	-999	-999	-999	-999	
2688	280400	9	-999	-999	-999	-999	-999	-999	
2690	280667	8	19.023	-0.972	3.516	4.077	26.37	-999	
2692	280933	7	-999	-999	-999	-999	-999	-999	
2694	281200	6	-999	-999	-999	-999	-999	-999	
2695	281333	-999	-999	-0.606	3.591	3.824	25.65	-999	
2696	281467	4	-999	-999	-999	-999	-999	-999	
2698	281733	6	18.983	-0.623	3.354	3.937	25.98	-999	
2700	282000	6	-999	-999	-999	-999	-999	-999	
2702	282267	8	-999	-0.457	3.23	4.442	27.32	-999	
2704	282533	7	-999	-999	-999	-999	-999	-999	
2705	282667	-999	23.027	-1.075	3.313	3.864	25.77	-999	
2706	282800	7	-999	-999	-999	-999	-999	-999	
2708	283067	7	-999	-999	-999	-999	-999	-999	
2710	283333	8	-999	-1.123	3.219	4.057	26.31	-999	
2712	283600	7	-999	-999	-999	-999	-999	-999	
2714	283867	7	-999	-999	-999	-999	-999	-999	
2715	284000	-999	19.37	-1.886	3.229	4.505	27.48	-999	
2716	284133	7	-999	-999	-999	-999	-999	-999	
2718	284400	8	-999	-999	-999	-999	-999	-999	
2720	284667	8	-999	-1.37	3.271	4.434	27.3	-999	
2722	284933	9	-999	-999	-999	-999	-999	-999	
2724	285200	10	-999	-999	-999	-999	-999	-999	
2725	285333	-999	19.697	-1.111	3.21	4.397	27.21	-999	
2726	285467	8	-999	-999	-999	-999	-999	-999	
2728	285733	10	-999	-999	-999	-999	-999	-999	
2730	286000	7	-999	-1.86	3.422	4.592	27.69	-999	
2732	286267	7	-999	-999	-999	-999	-999	-999	
2734	286533	5	-999	-999	-999	-999	-999	-999	
2735	286667	-999	20.464	-1.395	3.458	4.498	27.46	-999	
2736	286800	6	-999	-999	-999	-999	-999	-999	
2738	287067	6	-999	-999	-999	-999	-999	-999	
2740	287333	5	-999	-1.495	3.372	4.545	27.57	-999	
2742	287600	6	-999	-999	-999	-999	-999	-999	
2744	287867	5	-999	-999	-999	-999	-999	-999	
2745	288000	-999	16.077	-1.243	3.435	4.155	26.58	-999	
2746	288133	5	-999	-999	-999	-999	-999	-999	
2748	288400	4	-999	-999	-999	-999	-999	-999	
2750	288667	4	-999	-0.637	3.729	4.971	28.57	-999	
2752	288933	4	-999	-999	-999	-999	-999	-999	
2754	289200	4	-999	-999	-999	-999	-999	-999	
2755	289333	-999	12.247	-0.461	3.724	4.698	27.94	-999	
2756	289467	5	-999	-999	-999	-999	-999	-999	
2758	289733	4	-999	-999	-999	-999	-999	-999	
2760	290000	4	-999	-0.455	3.536	4.386	27.18	-999	
2762	290267	2	-999	-999	-999	-999	-999	-999	
2764	290533	3	-999	-999	-999	-999	-999	-999	
2765	290667	-999	15.401	-0.404	3.682	4.118	26.48	-999	
2766	290800	3	-999	-999	-999	-999	-999	-999	
2768	291067	4	-999	-999	-999	-999	-999	-999	
2770	291333	2	-999	-0.325	3.73	4.317	27	-999	
2772	291600	3	-999	-999	-999	-999	-999	-999	
2774	291867	3	-999	-999	-999	-999	-999	-999	
2775	292000	-999	12.533	-0.505	3.885	4.235	26.79	-999	
2776	292237	3	-999	-999	-999	-999	-999	-999	
2778	292711	2	-999	-999	-999	-999	-999	-999	
2780	293185	4	-999	-0.361	3.706	4.168	26.61	-999	
2782	293659	2	-999	-999	-999	-999	-999	-999	
2784	294133	3	-999	-999	-999	-999	-999	-999	
2785	294370	-999	17.509	-0.774	4.015	3.887	25.84	-999	
2786	294607	2	-999	-999	-999	-999	-999	-999	
2788	295081	3	-999	-999	-999	-999	-999	-999	
2790	295556	2	-999	-0.398	3.845	5.06	28.77	-999	
2792	296030	2	-999	-999	-999	-999	-999	-999	
2794	296504	1	-999	-999	-999	-999	-999	-999	
2795	296741	-999	17.894	-0.731	3.704	4.051	26.29	-999	
2796	296978	2	-999	-999	-999	-999	-999	-999	
2798	297452	2	-999	-999	-999	-999	-999	-999	
2800	297926	2	-999	-0.639	3.608	4.079	26.37	-999	
2802	298400	2	-999	-999	-999	-999	-999	-999	
2804	298874	3	-999	-999	-999	-999	-999	-999	
2805	299111	-999	16.771	-0.416	3.593	4.181	26.65	-999	
2806	299348	3	-999	-999	-999	-999	-999	-999	
2808	299822	2	-999	-999	-999	-999	-999	-999	
2810	300296	2	-999	-0.41	3.783	4.284	26.92	-999	
2812	300770	3	-999	-999	-999	-999	-999	-999	
2814	301244	3	-999	-999	-999	-999	-999	-999	
2815	301481	-999	16.652	-0.48	3.732	4.902	28.41	-999	
2816	301719	3	-999	-999	-999	-999	-999	-999	
2818	302193	2	-999	-999	-999	-999	-999	-999	
